Date,Open,High,Low,Close,Adj_Close,Volume,LogReturn,Volatility,Regime
2010-02-01,6.870357036590576,7.0,6.83214282989502,6.9546427726745605,5.845818519592285,749876400,0.013806131276735245,0.36943854994438624,3
2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.879740715026856,698342400,0.005786130364370923,0.3642684270790605,3
2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,5.980907917022705,615328000,0.017059803270002893,0.3716964782767335,3
2010-02-04,7.026071071624756,7.084642887115479,6.841785907745361,6.85892915725708,5.765363693237305,757652000,-0.0367040649992707,0.38771611177606446,3
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.867732524871826,850306800,0.017599851474199735,0.395676286375379,3
2010-02-08,6.98892879486084,7.067142963409424,6.928571224212647,6.932857036590576,5.827505588531494,478270800,-0.00687918246813779,0.3938900782448817,3
2010-02-09,7.014999866485596,7.053571224212647,6.955357074737549,7.006785869598389,5.889647006988525,632886800,0.010607090389720852,0.3970158612647865,3
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.85752534866333,370361600,-0.005468880491034334,0.39598186203661556,3
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,5.964095115661621,550345600,0.018030409254493618,0.39854040554635023,3
2010-02-12,7.075356960296631,7.201428890228272,6.982142925262451,7.156428813934326,6.015430927276611,655468800,0.008570469355303922,0.40042571843718633,3
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.106091976165772,543737600,0.014958930908097745,0.40091668999670615,3
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.0805768966674805,436396800,-0.004187677993487293,0.3658426231472144,5
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.091982364654541,422825200,0.0018742334615293732,0.3631464375042166,5
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.054157733917236,415469600,-0.006228404479158289,0.3590331116334943,5
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.016632080078125,390563600,-0.00621754315394063,0.3092288639759113,5
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.037857055664063,5.915765285491943,575094800,-0.016906897955402123,0.2993112016424046,2
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.023835182189941,460566400,0.018103760769485833,0.30244513129810197,2
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.064063549041748,665126000,0.006655717011182061,0.30132371642344985,2
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.14271354675293,507460800,0.012886869623536468,0.26355849020995104,1
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.273905277252197,550093600,0.021131899064155135,0.23022540989603474,0
2010-03-02,7.497499942779541,7.529643058776855,7.419285774230957,7.458929061889648,6.269701480865479,566546400,-0.0006701282754573157,0.22795753927761855,0
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.284110069274902,372052800,0.002295524150414785,0.227829966956888,0
2010-03-04,7.474286079406738,7.532856941223144,7.451070785522461,7.525356769561768,6.325538635253906,366041200,0.00657085007521685,0.22242168696351336,0
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.572904586791992,899620400,0.03836068323092068,0.20446616849777938,0
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.576807022094727,429889600,0.0005935802373384647,0.2011659435057591,0
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.695085048675537,920259200,0.017824478302545632,0.1997783368062396,0
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.7497239112854,596218000,0.008127532185459252,0.19936801224850603,0
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.769534587860107,405700400,0.0029310694796671477,0.19467793562195249,0
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.802558898925781,416323600,0.0048663011694607405,0.19056071793324983,0
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.71970272064209,493502800,-0.012254821325071052,0.2016847075575622,0
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.738015174865723,446908000,0.002721397427305483,0.19875803418257235,0
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.728110313415527,450956800,-0.0014713166792912347,0.1973352222587693,0
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.744019508361816,342109600,0.0023620073563730415,0.19723836091191618,0
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.671970844268799,559445600,-0.010740767914404703,0.20127988995796123,0
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.747019767761231,456419600,0.011185815930784493,0.19803185743130072,0
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.855391502380371,602431200,0.015934610034515018,0.18189894911390206,0
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.885712623596191,597780400,0.004413131821271232,0.17762620181155403,0
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.804059505462647,542284400,-0.011929481722981805,0.18952115282891316,0
